"day","match","clicks","impressions","cost","avgpos","qualityscore","conv"
"2013-10-18","Broad",1,4,0.74,2.5,6,0
"2013-10-28","Broad",1,34,0.65,3.1,7,0
"2013-11-09","Broad",0,1,0,11,4,0
"2013-10-14","Broad",0,1,0,1,8,0
"2013-10-17","Phrase",3,59,2.42,2.3,4,0
"2013-10-31","Broad",0,18,0,2.1,7,0
"2013-10-17","Broad",0,1,0,3,7,0
"2013-11-07","Broad",0,5,0,2.8,6,0
"2013-11-11","Exact",0,1,0,7,7,0
"2013-11-04","Broad",1,22,0.67,2.7,5,0
"2013-10-27","Phrase",0,2,0,1,4,0
"2013-10-21","Phrase",0,1,0,2,7,0
"2013-11-07","Phrase",0,1,0,1,6,0
"2013-11-02","Phrase",0,1,0,1,9,0
"2013-10-28","Broad",1,1,0.99,3,6,0
"2013-11-05","Broad",0,1,0,1,5,0
"2013-11-11","Phrase",0,2,0,4.5,6,0
"2013-10-17","Phrase",1,3,0.95,2.3,6,0
"2013-11-03","Exact",0,1,0,6,7,0
"2013-11-02","Broad",0,2,0,1,6,0
"2013-10-26","Phrase",0,3,0,3.3,6,0
"2013-10-24","Broad",2,21,2.49,1.8,5,0
"2013-10-14","Broad",0,5,0,3,6,0
"2013-11-06","Exact",0,1,0,1,7,0
"2013-10-18","Broad",1,22,0.96,2.1,7,0
"2013-10-19","Broad",0,3,0,8.3,6,0
"2013-11-06","Broad",0,1,0,6,7,0
"2013-11-11","Phrase",1,12,0.81,1.6,3,0
"2013-10-25","Broad",4,89,2.01,2.3,7,0
"2013-11-06","Phrase",1,14,1.43,2.4,6,0
"2013-11-01","Broad",0,16,0,3.4,7,0
"2013-10-15","Broad",0,3,0,1,6,0
"2013-10-19","Broad",0,1,0,5,5,0
"2013-10-20","Broad",1,4,0.56,1.3,7,0
"2013-10-22","Broad",0,1,0,2,8,0
"2013-10-20","Exact",0,2,0,7,6,0
"2013-11-06","Phrase",0,7,0,1,5,0
"2013-10-22","Broad",0,25,0,3.5,5,0
"2013-11-02","Broad",0,2,0,1.5,7,0
"2013-11-05","Broad",0,2,0,1,6,0
"2013-10-18","Broad",0,2,0,2.5,6,0
"2013-11-09","Phrase",0,2,0,1,2,0
"2013-10-21","Broad",0,2,0,6,3,0
"2013-11-06","Phrase",0,3,0,6.7,3,0
"2013-11-02","Broad",0,4,0,1.8,6,0
"2013-11-11","Broad",2,5,0.98,2.8,6,0
"2013-10-29","Broad",0,4,0,2.8,6,0
"2013-10-22","Phrase",0,3,0,2,7,0
"2013-11-12","Broad",2,30,1.86,2.4,7,0
"2013-10-31","Phrase",0,8,0,1.9,5,0
"2013-10-22","Exact",0,1,0,2,4,0
"2013-11-12","Exact",0,1,0,1,6,0
"2013-10-15","Broad",0,15,0,1.3,7,0
"2013-10-15","Broad",0,1,0,1,7,0
"2013-10-14","Broad",0,21,0,5.4,5,0
"2013-11-12","Broad",0,1,0,1,6,0
"2013-10-27","Broad",0,32,0,2.7,7,0
"2013-10-25","Broad",0,1,0,2,7,0
"2013-10-22","Phrase",3,7,1.25,1.3,6,0
"2013-10-19","Broad",1,11,0.93,1.5,7,0
"2013-10-26","Phrase",3,8,2.43,1.1,7,0
"2013-11-08","Exact",0,1,0,3,6,0
"2013-10-30","Broad",0,3,0,1.3,7,0
"2013-10-30","Broad",0,2,0,3,7,0
"2013-10-22","Broad",1,25,1.53,2.2,6,0
"2013-11-01","Phrase",0,1,0,1,2,0
"2013-10-31","Broad",0,1,0,1,4,0
"2013-10-19","Broad",0,5,0,5.6,6,0
"2013-10-17","Broad",1,29,0.82,4.2,6,0
"2013-10-17","Phrase",0,4,0,1,4,0
"2013-11-03","Broad",0,16,0,2.9,5,0
"2013-10-26","Broad",0,4,0,2.5,6,0
"2013-11-06","Broad",0,1,0,2,6,0
"2013-11-05","Broad",3,106,1.31,2.2,7,0
"2013-10-16","Phrase",0,2,0,2,4,0
"2013-11-06","Broad",0,11,0,1.9,10,0
"2013-11-11","Phrase",2,21,0.49,1.3,6,0
"2013-10-14","Broad",1,29,1.34,2,5,0
"2013-11-07","Broad",1,6,0.45,2.8,7,0
"2013-10-18","Exact",2,132,1.65,1.1,4,0
"2013-11-06","Broad",0,6,0,2.5,7,0
"2013-11-08","Exact",1,1,1,1,6,0
"2013-10-16","Broad",0,1,0,6,6,0
"2013-11-07","Broad",0,5,0,6.2,6,0
"2013-10-16","Phrase",0,1,0,1,7,0
"2013-11-05","Phrase",0,1,0,2,6,0
"2013-11-06","Broad",7,70,6.58,1.5,7,0
"2013-11-11","Broad",1,10,0.96,1.6,10,0
"2013-10-29","Phrase",0,1,0,3,6,0
"2013-10-17","Exact",0,1,0,3,6,0
"2013-11-09","Phrase",0,2,0,3,7,0
"2013-10-28","Phrase",0,2,0,1.5,4,0
"2013-10-23","Broad",0,2,0,6.5,6,0
"2013-10-23","Exact",0,6,0,1,3,0
"2013-11-07","Broad",0,1,0,7,6,0
"2013-11-06","Broad",0,3,0,1,6,0
"2013-10-17","Broad",0,8,0,2.1,7,0
"2013-10-23","Broad",1,17,0.62,2.1,4,0
"2013-10-27","Phrase",0,1,0,2,4,0
"2013-10-29","Phrase",0,17,0,1.5,5,0
"2013-11-04","Phrase",2,3,0.9,2,4,0
"2013-11-09","Broad",0,2,0,2.5,6,0
"2013-10-28","Broad",1,14,0.31,1.6,9,0
"2013-11-11","Broad",0,7,0,2,6,0
"2013-11-02","Broad",0,1,0,1,6,0
"2013-10-15","Broad",0,5,0,1.2,6,0
"2013-10-15","Broad",1,10,0.93,1.4,10,0
"2013-11-09","Broad",0,2,0,1,6,0
"2013-10-26","Broad",0,1,0,4,4,0
"2013-11-03","Phrase",0,1,0,3,7,0
"2013-10-21","Broad",1,83,0.87,6.2,6,0
"2013-11-12","Phrase",0,1,0,2,6,0
"2013-10-27","Broad",0,3,0,2.7,7,0
"2013-10-22","Broad",0,5,0,1.6,6,0
"2013-11-10","Exact",0,1,0,3,6,0
"2013-11-11","Broad",0,4,0,3.3,6,0
"2013-10-19","Broad",0,7,0,3,4,0
"2013-10-29","Phrase",1,13,0.84,1.2,3,0
"2013-11-04","Phrase",0,1,0,5,6,0
"2013-10-23","Phrase",0,2,0,5,6,0
"2013-10-21","Phrase",0,1,0,2,6,0
"2013-10-18","Broad",1,1,0.81,5,7,0
"2013-11-07","Broad",0,1,0,2,7,0
"2013-11-02","Phrase",0,1,0,3,6,0
"2013-10-16","Broad",0,26,0,1.7,7,0
"2013-11-07","Broad",0,26,0,1.7,5,0
"2013-10-18","Broad",0,4,0,2,6,0
"2013-10-16","Broad",1,25,0.99,3,4,0
"2013-10-17","Broad",0,1,0,2,7,0
"2013-11-06","Broad",0,1,0,7,6,0
"2013-10-17","Phrase",2,2,0.42,1,9,0
"2013-11-03","Broad",0,1,0,1,6,0
"2013-10-17","Broad",0,4,0,4.3,6,0
"2013-11-07","Broad",0,6,0,1.3,7,0
"2013-11-07","Broad",5,80,3.6,2.1,7,0
"2013-11-01","Phrase",0,4,0,2.8,4,0
"2013-10-25","Phrase",0,1,0,1,4,0
"2013-10-28","Broad",0,3,0,7.3,6,0
"2013-10-27","Phrase",0,1,0,2,7,0
"2013-10-14","Phrase",0,13,0,1.2,6,0
"2013-10-26","Broad",0,1,0,2,9,0
"2013-10-16","Broad",1,34,0.88,1.8,6,0
"2013-11-11","Broad",2,10,1.88,3.1,6,0
"2013-10-31","Phrase",0,5,0,4.6,6,0
"2013-10-15","Exact",4,83,3.55,1.1,4,0
"2013-11-11","Broad",0,1,0,3,7,0
"2013-10-27","Broad",0,2,0,4.5,6,0
"2013-11-04","Phrase",1,3,0.37,1.7,7,0
"2013-10-23","Broad",0,1,0,10,4,0
"2013-11-12","Broad",0,13,0,2.3,7,0
"2013-10-21","Broad",2,20,1.61,1.4,7,0
"2013-10-26","Broad",0,3,0,1.7,7,0
"2013-11-06","Broad",0,92,0,5.4,6,0
"2013-11-11","Broad",0,9,0,3,4,0
"2013-11-10","Broad",2,47,1.3,2.5,7,0
"2013-10-23","Broad",1,1,0.63,3,8,0
"2013-10-20","Broad",0,14,0,2.8,5,0
"2013-10-18","Broad",0,1,0,7,6,0
"2013-10-16","Broad",0,10,0,2.8,6,0
"2013-10-22","Broad",0,1,0,7,6,0
"2013-11-01","Broad",1,53,0.98,3,7,0
"2013-10-20","Broad",0,4,0,2.3,6,0
"2013-10-22","Exact",0,3,0,4.7,6,0
"2013-11-06","Broad",0,1,0,7,5,0
"2013-10-29","Broad",1,12,1.06,1.6,7,0
"2013-10-15","Broad",0,6,0,1,6,0
"2013-11-07","Broad",0,4,0,1.3,6,0
"2013-10-15","Broad",0,2,0,1.5,7,0
"2013-11-04","Broad",0,1,0,11,7,0
"2013-11-03","Phrase",0,6,0,2.3,6,0
"2013-10-14","Broad",3,56,2.45,1.5,7,0
"2013-11-10","Broad",0,1,0,3,6,0
"2013-10-15","Phrase",0,11,0,1,6,0
"2013-10-17","Broad",0,4,0,1,6,0
"2013-11-05","Phrase",0,2,0,2.5,6,0
"2013-10-17","Broad",1,15,0.76,3.1,5,0
"2013-11-06","Broad",0,29,0,4.7,7,0
"2013-11-05","Broad",0,1,0,1,6,0
"2013-10-18","Broad",1,10,0.87,5.3,5,0
"2013-11-09","Broad",1,20,0.87,1.7,7,0
"2013-10-28","Exact",0,1,0,7,1,0
"2013-11-08","Phrase",0,1,0,1,6,0
"2013-10-15","Broad",0,2,0,3,6,0
"2013-10-23","Broad",0,1,0,1,8,0
"2013-10-27","Exact",0,1,0,1,8,0
"2013-10-22","Phrase",0,3,0,1.3,6,0
"2013-10-25","Phrase",0,2,0,1,7,0
"2013-11-09","Broad",0,5,0,1,6,0
"2013-10-16","Broad",0,1,0,5,7,0
"2013-10-21","Broad",1,1,0.88,11,6,0
"2013-11-09","Phrase",0,3,0,2.7,6,0
"2013-10-24","Phrase",0,3,0,1,6,0
"2013-11-12","Broad",1,47,1,5.6,4,0
"2013-11-10","Phrase",0,1,0,2,7,0
"2013-11-11","Broad",0,2,0,2,7,0
"2013-10-18","Broad",0,1,0,2,5,0
"2013-10-15","Broad",0,22,0,5.4,6,0
"2013-10-19","Phrase",0,9,0,2.1,5,0
"2013-10-17","Exact",0,1,0,1,7,0
"2013-11-05","Broad",0,3,0,5,6,0
"2013-11-09","Broad",0,2,0,1,8,0
"2013-10-31","Phrase",0,1,0,6,7,0
"2013-11-02","Broad",0,16,0,2.1,7,0
"2013-11-04","Exact",0,1,0,1,5,0
"2013-10-18","Exact",0,1,0,2,6,0
"2013-10-25","Broad",0,4,0,7.8,6,0
"2013-10-17","Broad",0,1,0,8,6,0
"2013-11-08","Broad",0,2,0,3.5,6,0
"2013-10-21","Phrase",0,1,0,3,7,0
"2013-11-08","Phrase",0,3,0,2.3,6,0
"2013-10-22","Phrase",0,1,0,5,6,0
"2013-11-08","Broad",0,4,0,1.3,7,0
"2013-10-30","Broad",0,40,0,1.5,3,0
"2013-10-24","Exact",1,3,0.27,1,7,0
"2013-10-21","Broad",0,1,0,1,6,0
"2013-10-18","Broad",0,1,0,1,6,0
"2013-11-12","Broad",0,2,0,2.5,4,0
"2013-10-25","Broad",0,2,0,2.5,7,0
"2013-10-21","Broad",2,73,1.71,2.3,7,0
"2013-10-26","Exact",0,2,0,1.5,5,0
"2013-10-21","Broad",0,5,0,3.8,6,0
"2013-11-05","Broad",0,65,0,1.6,3,0
"2013-11-07","Broad",0,7,0,3.9,6,0
"2013-10-17","Broad",0,3,0,6.7,6,0
"2013-10-30","Phrase",0,3,0,3.3,6,0
"2013-11-03","Broad",0,52,0,5.2,6,0
"2013-11-02","Broad",0,3,0,3,7,0
"2013-10-15","Broad",0,7,0,3.7,6,0
"2013-11-03","Broad",0,22,0,2.2,5,0
"2013-10-30","Broad",0,1,0,2,5,0
"2013-10-18","Broad",0,1,0,1,7,0
"2013-11-01","Phrase",0,1,0,3,6,0
"2013-10-23","Broad",0,44,0,3.8,4,0
"2013-10-25","Broad",0,2,0,6.5,7,0
"2013-10-30","Broad",0,5,0,2.2,7,0
"2013-11-03","Broad",0,1,0,1,7,0
"2013-10-23","Phrase",0,5,0,1.6,3,0
"2013-10-24","Broad",0,1,0,3,8,0
"2013-10-19","Broad",1,3,0.67,2.3,6,0
"2013-11-04","Broad",3,48,2.13,2.5,7,0
"2013-10-21","Phrase",0,1,0,3,6,0
"2013-10-27","Broad",0,2,0,1,6,0
"2013-11-04","Broad",0,1,0,3,5,0
"2013-11-02","Phrase",1,18,0.78,2.3,3,0
"2013-11-04","Broad",0,3,0,2,6,0
"2013-11-12","Broad",0,4,0,7.5,7,0
"2013-10-29","Phrase",1,17,1.93,1.6,5,0
"2013-10-18","Broad",0,1,0,1,6,0
"2013-10-19","Broad",0,5,0,1.6,7,0
"2013-11-04","Broad",0,1,0,1,5,0
"2013-11-02","Broad",0,2,0,1.5,8,0
"2013-11-03","Broad",0,1,0,2,6,0
"2013-11-01","Broad",0,13,0,6.5,4,0
"2013-11-02","Broad",0,1,0,6,6,0
"2013-10-15","Broad",0,1,0,2,7,0
"2013-10-18","Broad",0,1,0,1,6,0
"2013-10-27","Exact",0,1,0,1,10,0
"2013-10-27","Broad",0,3,0,1,7,0
"2013-10-29","Phrase",0,1,0,1,6,0
"2013-11-09","Broad",0,5,0,1.8,7,0
"2013-11-05","Exact",0,1,0,3,6,0
"2013-10-27","Broad",0,3,0,2,4,0
"2013-10-25","Broad",0,6,0,4.8,6,0
"2013-11-08","Broad",2,31,2.36,1.8,7,0
"2013-11-11","Broad",0,3,0,2.3,10,0
"2013-11-04","Phrase",0,1,0,3,6,0
"2013-11-05","Phrase",0,2,0,3,7,0
"2013-10-21","Phrase",1,4,1.25,1,6,0
"2013-10-21","Broad",0,5,0,4.8,6,0
"2013-11-06","Broad",1,2,0.97,4.5,6,0
"2013-11-12","Phrase",0,1,0,1,7,0
"2013-10-20","Broad",2,30,1.4,2.4,4,0
"2013-11-12","Broad",0,2,0,2,6,0
"2013-10-30","Broad",0,25,0,2.4,6,0
"2013-11-03","Broad",0,1,0,5,6,0
"2013-11-11","Broad",0,22,0,2.5,5,0
"2013-10-29","Broad",0,1,0,2,7,0
"2013-11-05","Broad",2,102,1.74,2.6,7,0
"2013-10-22","Phrase",0,3,0,1.3,6,0
"2013-11-01","Phrase",0,58,0,2.5,4,0
"2013-10-30","Broad",0,1,0,4,6,0
"2013-11-03","Broad",0,3,0,2.3,6,0
"2013-11-08","Phrase",0,2,0,3.5,6,0
"2013-10-14","Broad",0,31,0,1.9,7,0
"2013-10-14","Phrase",0,2,0,1,7,0
"2013-10-29","Broad",0,6,0,3.3,6,0
"2013-11-05","Broad",1,37,0.67,1.3,7,0
"2013-10-19","Broad",0,3,0,2,6,0
"2013-10-14","Broad",0,11,0,3.5,5,0
"2013-11-01","Broad",0,1,0,2,6,0
"2013-10-23","Broad",0,4,0,2.3,7,0
"2013-10-29","Broad",0,3,0,1.3,6,0
"2013-11-08","Broad",0,2,0,1.5,6,0
"2013-10-18","Phrase",0,7,0,2.6,6,0
"2013-11-11","Broad",0,1,0,1,7,0
"2013-11-03","Broad",0,2,0,5.5,6,0
"2013-11-02","Broad",0,1,0,4,6,0
"2013-11-02","Broad",0,6,0,1.5,6,0
"2013-10-19","Broad",0,1,0,3,7,0
"2013-10-14","Phrase",1,1,0.47,2,7,0
"2013-11-09","Broad",1,9,0.94,4,6,0
"2013-11-05","Phrase",0,1,0,1,6,0
"2013-11-02","Broad",0,22,0,2.2,5,0
"2013-10-20","Broad",1,5,0.97,3.4,6,0
"2013-11-01","Broad",0,1,0,4,6,0
"2013-10-23","Broad",0,5,0,3.4,7,0
"2013-10-28","Broad",0,2,0,2,7,0
"2013-10-26","Broad",0,1,0,4,7,0
"2013-11-04","Broad",2,10,1.26,2.1,9,0
"2013-10-29","Phrase",0,6,0,2,4,0
"2013-11-09","Broad",1,7,0.58,1.4,7,0
"2013-11-12","Broad",0,5,0,2.4,7,0
"2013-10-21","Broad",1,2,1.95,5.5,6,0
"2013-10-16","Phrase",0,1,0,1,10,0
"2013-10-14","Phrase",0,2,0,5.5,6,0
"2013-10-27","Broad",0,1,0,2,8,0
"2013-11-12","Broad",2,72,0.58,2.6,7,0
"2013-10-16","Broad",0,2,0,3.5,6,0
"2013-10-17","Broad",0,1,0,2,7,0
"2013-11-06","Phrase",0,5,0,2,4,0
"2013-10-15","Exact",1,2,0.72,1.5,5,0
"2013-11-03","Phrase",0,18,0,1.4,5,0
"2013-10-22","Broad",4,46,2.17,3.5,7,0
"2013-11-05","Exact",0,1,0,1,6,0
"2013-10-24","Phrase",0,1,0,2,7,0
"2013-10-19","Phrase",0,5,0,1.2,6,0
"2013-11-09","Broad",0,22,0,2.5,5,0
"2013-11-10","Phrase",0,1,0,3,4,0
"2013-10-26","Broad",0,13,0,3.8,7,0
"2013-11-01","Phrase",0,1,0,3,6,0
"2013-10-18","Phrase",0,15,0,1.6,5,0
"2013-10-14","Broad",2,28,1.52,1.5,3,0
"2013-10-22","Broad",0,4,0,1.3,7,0
"2013-11-06","Broad",0,4,0,3.8,7,0
"2013-11-04","Broad",0,1,0,2,3,0
"2013-10-19","Broad",3,97,3.42,1.6,6,0
"2013-10-28","Phrase",1,15,0.94,1.6,3,0
"2013-11-10","Phrase",0,1,0,1,6,0
"2013-11-03","Broad",2,8,0.94,2.4,7,0
"2013-10-21","Phrase",0,1,0,1,7,0
"2013-11-06","Broad",1,2,1.84,2.5,6,0
"2013-10-22","Broad",1,15,0.75,2.5,4,0
"2013-10-31","Exact",0,1,0,1,7,0
"2013-11-07","Broad",0,2,0,2,6,0
"2013-10-28","Exact",0,1,0,1,7,0
"2013-11-10","Broad",0,1,0,2,7,0
"2013-10-23","Broad",1,70,0.86,6.1,6,0
"2013-10-31","Phrase",1,13,1.02,1.4,5,0
"2013-10-17","Broad",0,11,0,3.5,6,0
"2013-11-04","Broad",0,4,0,2.8,7,0
"2013-10-26","Broad",0,1,0,2,7,0
"2013-10-29","Broad",0,28,0,1.5,3,0
"2013-10-22","Broad",0,1,0,2,6,0
"2013-11-10","Phrase",0,2,0,2,6,0
"2013-10-28","Broad",0,3,0,1,7,0
"2013-10-19","Broad",0,1,0,6,7,0
"2013-10-16","Phrase",0,2,0,5.5,6,0
"2013-10-20","Phrase",0,1,0,1,7,0
"2013-11-04","Broad",1,26,0.6,2,7,0
"2013-10-19","Broad",0,7,0,7.1,7,0
"2013-11-05","Broad",0,2,0,2,7,0
"2013-10-31","Exact",0,12,0,1.1,3,0
"2013-10-17","Phrase",0,1,0,1,10,0
"2013-10-17","Phrase",1,24,1.4,1.5,5,0
"2013-11-12","Broad",0,4,0,2,6,0
"2013-11-06","Broad",0,1,0,1,8,0
"2013-11-09","Phrase",0,1,0,6,7,0
"2013-10-25","Exact",2,82,1.62,1,4,0
"2013-10-21","Broad",0,1,0,1,7,0
"2013-10-31","Exact",0,1,0,1,7,0
"2013-10-17","Broad",0,9,0,4,6,0
"2013-10-28","Broad",0,34,0,3.4,7,0
"2013-10-14","Exact",0,1,0,2,6,0
"2013-10-24","Broad",0,1,0,1,7,0
"2013-10-26","Broad",0,2,0,4,6,0
"2013-10-29","Broad",0,1,0,2,7,0
"2013-10-29","Broad",0,51,0,3.2,7,0
"2013-10-23","Phrase",0,2,0,5.5,6,0
"2013-11-07","Broad",0,3,0,4,6,0
"2013-10-25","Broad",0,4,0,1,7,0
"2013-10-26","Broad",1,122,1.57,2.8,6,0
"2013-10-15","Phrase",2,70,1.48,3,4,0
"2013-11-10","Broad",0,3,0,2,4,0
"2013-11-11","Broad",0,1,0,5,8,0
"2013-11-07","Broad",0,2,0,3.5,6,0
"2013-10-23","Broad",3,103,2.35,2.3,7,0
"2013-10-22","Phrase",1,16,0.78,1.4,3,0
"2013-11-11","Broad",0,1,0,3,6,0
"2013-10-30","Exact",0,3,0,4,5,0
"2013-10-14","Broad",0,3,0,1.7,6,0
"2013-11-08","Exact",0,2,0,1,4,0
"2013-11-05","Phrase",1,11,1.5,1.6,5,0
"2013-10-23","Broad",0,10,0,2.9,6,0
"2013-10-21","Broad",1,21,0.75,3.7,5,0
"2013-10-23","Broad",0,2,0,1,4,0
"2013-10-30","Exact",0,1,0,2,4,0
"2013-10-31","Phrase",0,2,0,3.5,6,0
"2013-10-30","Broad",0,2,0,4.5,3,0
"2013-10-31","Broad",2,7,1.4,4.7,6,0
"2013-10-21","Broad",2,2,1.89,1.5,7,0
"2013-11-04","Broad",0,4,0,4.3,4,0
"2013-11-09","Broad",0,1,0,7,5,0
"2013-10-15","Broad",17,318,25.5,1.5,6,0
"2013-10-27","Broad",0,4,0,3.8,6,0
"2013-11-02","Broad",0,4,0,1.5,6,0
"2013-10-31","Broad",1,21,0.77,3,7,0
"2013-11-05","Broad",1,28,1,2.4,6,0
"2013-10-19","Broad",4,19,2.62,1.8,7,0
"2013-10-17","Broad",2,45,1.62,1.3,3,0
"2013-10-28","Phrase",1,1,0.46,1,7,0
"2013-10-16","Broad",0,1,0,1,8,0
"2013-10-28","Exact",0,5,0,1,4,0
"2013-10-21","Broad",0,9,0,4.6,7,0
"2013-10-31","Broad",0,1,0,9,7,0
"2013-10-15","Exact",0,1,0,2,6,0
"2013-11-11","Exact",6,122,5.25,1.3,4,0
"2013-10-20","Broad",0,8,0,1.9,6,0
"2013-11-07","Broad",0,7,0,3.1,6,0
"2013-10-24","Broad",0,1,0,1,6,0
"2013-10-21","Phrase",0,1,0,3,6,0
"2013-10-28","Exact",1,10,0.88,1,3,0
"2013-11-03","Phrase",0,16,0,1.3,3,0
"2013-11-01","Broad",2,182,3.1,2.7,6,0
"2013-10-29","Broad",0,7,0,1.9,5,0
"2013-10-28","Phrase",0,13,0,1.5,6,0
"2013-11-05","Exact",0,1,0,2,6,0
"2013-10-16","Broad",0,7,0,6,6,0
"2013-11-01","Broad",0,1,0,2,4,0
"2013-10-27","Phrase",0,1,0,2,7,0
"2013-10-31","Broad",0,8,0,1.5,10,0
"2013-10-22","Phrase",0,3,0,3.7,7,0
"2013-10-20","Broad",0,4,0,5,6,0
"2013-11-08","Exact",0,1,0,2,6,0
"2013-10-15","Exact",1,8,0.87,1,3,0
"2013-11-05","Exact",0,1,0,2,7,0
"2013-10-25","Exact",3,24,1.21,1.4,6,0
"2013-11-03","Broad",2,7,2,5,7,1
"2013-11-04","Broad",1,15,0.99,4.4,6,0
"2013-10-19","Exact",0,2,0,11,3,0
"2013-10-31","Broad",0,5,0,3.4,7,0
"2013-11-11","Phrase",0,14,0,2.2,5,0
"2013-11-07","Broad",1,20,0.92,3.8,6,0
"2013-11-05","Broad",0,6,0,2,6,0
"2013-10-27","Broad",0,1,0,2,8,0
"2013-11-02","Broad",0,1,0,2,7,0
"2013-10-20","Broad",0,5,0,4.2,6,0
"2013-10-20","Broad",0,3,0,3.3,6,0
"2013-11-12","Broad",0,1,0,5,6,0
"2013-11-12","Broad",0,1,0,3,7,0
"2013-10-25","Broad",0,2,0,1,6,0
"2013-10-24","Broad",1,10,0.92,4.1,6,0
"2013-10-24","Broad",0,11,0,4.4,7,0
"2013-10-22","Broad",0,1,0,7,6,0
"2013-10-21","Broad",0,1,0,2,7,0
"2013-10-25","Broad",0,5,0,2.6,4,0
"2013-11-08","Broad",1,4,0.49,3.5,6,0
"2013-10-25","Phrase",0,1,0,2,6,0
"2013-10-18","Broad",0,1,0,1,7,0
"2013-10-23","Broad",0,1,0,6,6,0
"2013-11-11","Broad",1,12,0.77,2.7,7,0
"2013-10-21","Exact",0,6,0,1,4,0
"2013-10-19","Broad",0,3,0,3.7,5,0
"2013-10-14","Broad",1,24,1,2.7,4,0
"2013-10-25","Phrase",0,7,0,2.6,6,0
"2013-11-07","Broad",4,323,7.22,2.2,6,0
"2013-10-20","Broad",0,3,0,5,6,0
"2013-11-11","Broad",0,6,0,4.5,6,0
"2013-11-11","Exact",1,1,1,1,6,0
"2013-10-18","Broad",0,1,0,2,7,0
"2013-10-18","Broad",0,20,0,1.6,5,0
"2013-11-03","Phrase",0,2,0,4.5,7,0
"2013-11-09","Broad",0,1,0,3,6,0
"2013-10-29","Broad",0,1,0,1,5,0
"2013-10-21","Exact",0,1,0,11,3,0
"2013-10-29","Broad",0,1,0,7,7,0
"2013-10-29","Broad",0,1,0,1,6,0
"2013-11-05","Exact",0,1,0,11,3,0
"2013-11-05","Exact",0,1,0,4,7,0
"2013-10-26","Broad",0,3,0,3.7,7,0
"2013-10-22","Broad",0,4,0,2.8,6,0
"2013-10-18","Exact",0,6,0,1,4,0
"2013-11-10","Broad",0,5,0,2.6,7,0
"2013-10-31","Broad",0,6,0,1.3,9,0
"2013-10-16","Broad",0,1,0,3,7,0
"2013-11-08","Exact",0,21,0,1,3,0
"2013-10-17","Broad",1,20,1,1.4,7,0
"2013-10-21","Phrase",0,1,0,6,4,0
"2013-10-19","Phrase",1,9,1.3,2,6,0
"2013-10-17","Broad",0,10,0,5.4,6,0
"2013-10-21","Exact",1,1,0.37,1,7,0
"2013-10-28","Phrase",3,10,0.98,1.3,6,0
"2013-10-20","Broad",0,7,0,4.1,6,0
"2013-11-07","Broad",0,3,0,1,10,0
"2013-10-31","Broad",1,13,1.75,2.8,6,0
"2013-10-16","Exact",0,1,0,2,7,0
"2013-11-10","Broad",0,7,0,3.7,7,0
"2013-10-22","Broad",0,7,0,2.9,9,0
"2013-10-15","Phrase",0,2,0,2.5,6,0
"2013-10-30","Broad",0,1,0,3,6,0
"2013-10-16","Broad",0,3,0,4.3,6,0
"2013-11-08","Exact",1,13,0.55,1.3,6,0
"2013-10-18","Broad",0,3,0,1.7,6,0
"2013-10-17","Exact",0,1,0,1,9,0
"2013-11-09","Broad",0,6,0,3.3,6,0
"2013-10-17","Broad",6,329,5.87,1.5,6,0
"2013-10-24","Exact",0,2,0,1,6,0
"2013-10-26","Broad",0,13,0,1.9,5,0
"2013-11-08","Phrase",0,1,0,1,6,0
"2013-11-02","Phrase",0,2,0,2,7,0
"2013-10-29","Broad",0,4,0,2.8,4,0
"2013-11-07","Broad",1,40,0.28,2.7,7,0
"2013-11-03","Broad",1,4,1.57,2.5,6,0
"2013-11-08","Broad",0,2,0,1.5,6,0
"2013-10-17","Broad",0,3,0,4.7,6,0
"2013-11-07","Broad",2,32,1.56,3.7,7,0
"2013-10-14","Exact",0,1,0,2,6,0
"2013-10-16","Broad",0,2,0,4.5,6,0
"2013-10-19","Phrase",0,1,0,3,8,0
"2013-11-04","Exact",0,1,0,1,9,0
"2013-11-10","Broad",0,6,0,3.3,6,0
"2013-10-23","Phrase",0,1,0,4,7,0
"2013-10-27","Broad",0,1,0,3,3,0
"2013-11-01","Broad",2,22,2.47,2.6,6,0
"2013-10-23","Phrase",0,6,0,1,7,0
"2013-11-09","Phrase",0,1,0,1,4,0
"2013-10-16","Broad",0,31,0,3.5,7,0
"2013-10-18","Broad",0,5,0,4,6,0
"2013-11-07","Exact",0,2,0,1.5,7,0
"2013-10-28","Broad",0,1,0,1,6,0
"2013-11-09","Broad",1,8,0.32,1.8,7,1
"2013-10-21","Phrase",0,1,0,1,6,0
"2013-11-03","Broad",1,18,0.3,1.6,7,0
"2013-11-03","Exact",0,1,0,1,6,0
"2013-11-03","Exact",0,1,0,1,4,0
"2013-10-27","Broad",1,11,0.57,2,4,0
"2013-10-16","Broad",0,5,0,2.4,6,0
"2013-11-09","Broad",0,2,0,1.5,7,0
"2013-10-15","Exact",1,10,0.37,1,7,0
"2013-11-04","Broad",0,6,0,1.5,6,0
"2013-10-21","Broad",0,10,0,1.4,10,0
"2013-10-14","Broad",0,12,0,1,7,0
"2013-11-12","Exact",0,1,0,3,7,0
"2013-11-07","Phrase",0,27,0,1.1,5,0
"2013-10-29","Broad",0,1,0,1,7,0
