"day","match","clicks","impressions","cost","avgpos","qualityscore","conv"
"2013-11-12","Broad",0,1,0,6,6,0
"2013-11-04","Broad",0,1,0,7,5,0
"2013-11-05","Broad",0,7,0,3.7,3,0
"2013-10-15","Broad",0,8,0,5.1,3,0
"2013-10-18","Broad",0,3,0,9.7,3,0
"2013-10-19","Phrase",0,8,0,2.4,7,0
"2013-11-05","Phrase",0,4,0,2,7,0
"2013-10-24","Exact",0,2,0,1,7,0
"2013-11-06","Broad",0,3,0,6.7,4,0
"2013-10-17","Broad",0,1,0,7,2,0
"2013-10-25","Broad",0,1,0,7,5,0
"2013-11-01","Broad",0,3,0,3.3,3,0
"2013-10-17","Exact",1,4,0.93,3,7,0
"2013-11-05","Broad",0,1,0,1,3,0
"2013-11-11","Broad",0,2,0,3.5,5,0
"2013-11-03","Broad",0,61,0,3.8,2,0
"2013-10-17","Phrase",0,2,0,2,6,0
"2013-11-11","Broad",0,15,0,4.6,3,0
"2013-10-26","Phrase",0,1,0,8,5,0
"2013-10-29","Broad",0,1,0,2,3,0
"2013-10-26","Broad",0,7,0,5.9,5,0
"2013-10-24","Broad",0,1,0,4,3,0
"2013-10-14","Broad",0,2,0,4,3,0
"2013-11-05","Broad",0,3,0,3.3,3,0
"2013-11-06","Broad",0,2,0,3.5,3,0
"2013-10-27","Broad",0,3,0,2,3,0
"2013-11-02","Broad",0,5,0,2.4,4,0
"2013-10-20","Broad",0,29,0,6.3,4,0
"2013-10-20","Broad",0,3,0,4.3,3,0
"2013-10-26","Broad",2,13,3.77,2.9,5,0
"2013-11-05","Broad",0,10,0,4.7,3,0
"2013-10-18","Phrase",0,2,0,2.5,6,0
"2013-10-28","Broad",0,1,0,6,3,0
"2013-11-11","Broad",0,5,0,4.6,4,0
"2013-10-31","Broad",1,70,1.74,5.7,4,0
"2013-10-31","Broad",0,2,0,7,3,0
"2013-11-10","Broad",0,2,0,7.5,3,0
"2013-11-10","Broad",0,57,0,4.9,2,0
"2013-11-01","Broad",0,14,0,4.3,3,0
"2013-11-06","Broad",0,1,0,6,2,0
"2013-11-07","Broad",0,3,0,4.7,6,0
"2013-11-02","Broad",0,6,0,4.2,3,0
"2013-10-24","Broad",0,1,0,6,3,0
"2013-10-31","Broad",0,6,0,5,5,0
"2013-11-04","Broad",0,1,0,4,3,0
"2013-10-26","Phrase",0,3,0,2,4,0
"2013-11-01","Broad",0,3,0,2.7,5,0
"2013-11-03","Phrase",0,16,0,2.5,7,0
"2013-11-07","Broad",0,1,0,3,6,0
"2013-11-11","Broad",0,1,0,2,3,0
"2013-11-05","Broad",0,1,0,3,3,0
"2013-10-25","Broad",0,1,0,7,3,0
"2013-10-15","Broad",0,61,0,5.8,3,0
"2013-10-30","Phrase",2,47,2.66,2.3,5,0
"2013-10-27","Phrase",0,1,0,1,8,0
"2013-10-15","Broad",0,2,0,7.5,5,0
"2013-11-09","Phrase",0,1,0,1,8,0
"2013-10-21","Broad",0,14,0,4,3,0
"2013-10-22","Broad",0,4,0,2.5,8,0
"2013-10-26","Broad",0,17,0,6.4,3,0
"2013-10-21","Phrase",0,18,0,4.1,4,0
"2013-10-15","Broad",0,6,0,2.7,8,0
"2013-11-09","Broad",0,11,0,5.6,3,0
"2013-10-30","Broad",0,1,0,1,6,0
"2013-11-05","Broad",0,4,0,5.8,3,0
"2013-10-14","Broad",0,3,0,5,5,0
"2013-11-04","Broad",0,1,0,3,5,0
"2013-10-31","Broad",0,11,0,4.5,3,0
"2013-11-06","Broad",0,2,0,4,6,0
"2013-10-26","Broad",0,1,0,2,3,0
"2013-10-24","Broad",0,2,0,3.5,6,0
"2013-10-19","Broad",0,8,0,4.6,3,0
"2013-11-08","Phrase",0,8,0,3,4,0
"2013-11-04","Broad",1,25,1.7,2.5,5,0
"2013-11-07","Broad",0,2,0,1.5,3,0
"2013-11-08","Broad",0,2,0,5.5,3,0
"2013-10-30","Broad",0,2,0,4.5,3,0
"2013-10-27","Broad",0,1,0,1,3,0
"2013-10-23","Broad",0,1,0,4,3,0
"2013-10-27","Broad",0,1,0,4,3,0
"2013-10-30","Broad",6,381,10.85,4.6,5,1
"2013-10-14","Phrase",3,32,3.09,2.1,5,0
"2013-11-07","Broad",0,1,0,3,4,0
"2013-10-19","Broad",0,1,0,8,5,0
"2013-10-23","Broad",0,3,0,4.3,3,0
"2013-10-14","Phrase",0,3,0,1.7,6,0
"2013-10-30","Broad",0,42,0,3.3,3,0
"2013-10-25","Broad",0,6,0,5.7,5,0
"2013-11-09","Phrase",0,3,0,2.3,6,0
"2013-11-04","Broad",0,1,0,2,3,0
"2013-11-10","Broad",0,1,0,2,6,0
"2013-10-16","Broad",0,1,0,4,3,0
"2013-11-10","Broad",0,4,0,3.5,5,0
"2013-11-09","Phrase",1,35,1.04,2.1,5,0
"2013-10-18","Phrase",3,8,5.98,3.3,2,0
"2013-10-29","Broad",0,56,0,4,2,0
"2013-10-19","Phrase",0,1,0,3,6,0
"2013-11-11","Broad",0,7,0,3.9,3,0
"2013-10-26","Broad",0,3,0,6.7,3,0
"2013-10-29","Broad",0,23,0,4.5,3,0
"2013-10-14","Broad",0,51,0,3.5,3,0
"2013-10-23","Phrase",0,1,0,2,6,0
"2013-10-31","Phrase",0,4,0,3.3,7,0
"2013-10-29","Broad",0,6,0,4.7,5,0
"2013-11-01","Broad",0,2,0,1.5,3,0
"2013-10-18","Broad",0,1,0,3,3,0
"2013-10-14","Broad",1,22,1.97,4.2,3,1
"2013-10-18","Broad",0,1,0,11,2,0
"2013-11-04","Broad",0,6,0,2.5,3,0
"2013-11-12","Phrase",0,1,0,5,6,0
"2013-10-22","Broad",0,3,0,2.3,3,0
"2013-11-07","Broad",0,3,0,7,5,0
"2013-11-08","Broad",0,1,0,8,3,0
"2013-11-05","Phrase",4,19,5.96,2.1,6,0
"2013-10-20","Broad",0,1,0,6,3,0
"2013-10-25","Phrase",0,1,0,1,8,0
"2013-10-19","Broad",0,3,0,3.3,3,0
"2013-11-11","Broad",0,9,0,4.6,3,0
"2013-11-05","Phrase",0,1,0,1,6,0
"2013-11-10","Phrase",0,7,0,2.7,8,0
"2013-10-16","Broad",0,7,0,4.4,3,0
"2013-11-02","Broad",1,4,1.98,6,3,0
"2013-10-20","Broad",0,1,0,8,4,0
"2013-11-05","Broad",0,3,0,5.3,6,0
"2013-10-24","Broad",0,2,0,8,6,0
"2013-11-03","Broad",0,5,0,5.8,5,0
"2013-11-08","Broad",0,13,0,7.7,5,0
"2013-11-07","Broad",0,38,0,6.6,3,0
"2013-10-25","Broad",0,28,0,3.3,3,0
"2013-10-14","Broad",0,3,0,5.3,4,0
"2013-10-20","Broad",0,1,0,1,3,0
"2013-11-09","Broad",0,6,0,6.2,3,0
"2013-10-30","Broad",0,1,0,2,2,0
"2013-11-04","Phrase",2,64,3.63,1.8,5,0
"2013-10-31","Broad",0,3,0,4.3,3,0
"2013-11-02","Phrase",0,3,0,6.7,2,0
"2013-10-18","Phrase",0,1,0,2,7,0
"2013-10-25","Broad",0,16,0,4.2,3,0
"2013-11-07","Phrase",0,10,0,3.7,4,0
"2013-11-04","Broad",0,1,0,4,3,0
"2013-10-15","Phrase",0,1,0,1,7,0
"2013-10-16","Phrase",0,1,0,5,5,0
"2013-10-17","Broad",0,6,0,5,3,0
"2013-11-02","Broad",0,5,0,7,2,0
"2013-10-14","Broad",0,1,0,8,3,0
"2013-10-15","Broad",0,3,0,3.3,3,0
"2013-11-08","Broad",0,63,0,3.6,3,0
"2013-11-12","Phrase",0,6,0,2,7,0
"2013-10-28","Broad",0,1,0,3,3,0
"2013-10-30","Phrase",0,3,0,2.3,6,0
"2013-10-22","Broad",1,43,1.21,2.3,5,0
"2013-10-25","Broad",0,2,0,3,5,0
"2013-10-16","Broad",0,2,0,4.5,5,0
"2013-10-22","Broad",0,1,0,3,2,0
"2013-10-22","Broad",0,2,0,5,3,0
"2013-11-10","Phrase",0,2,0,4,7,0
"2013-10-19","Broad",0,2,0,3.5,5,0
"2013-10-20","Broad",0,1,0,2,4,0
"2013-11-08","Broad",0,14,0,5.6,4,0
"2013-10-16","Broad",6,260,9.41,3.9,4,1
"2013-10-16","Broad",0,1,0,3,3,0
"2013-10-31","Broad",0,1,0,3,3,0
"2013-11-10","Phrase",0,3,0,3.3,4,0
"2013-10-15","Phrase",0,16,0,4.2,4,0
"2013-10-31","Phrase",0,1,0,1,6,0
"2013-10-22","Broad",0,1,0,5,6,0
"2013-11-06","Broad",0,1,0,9,4,0
"2013-11-04","Phrase",0,5,0,1.6,6,0
"2013-10-28","Broad",1,23,1.49,3.8,3,0
"2013-11-12","Broad",0,5,0,3,3,0
"2013-10-28","Phrase",0,7,0,5.1,4,0
"2013-11-11","Broad",0,2,0,2.5,7,0
"2013-10-21","Broad",0,4,0,5.3,5,0
"2013-10-28","Phrase",0,17,0,3.8,4,0
"2013-10-17","Phrase",0,3,0,3.3,4,0
"2013-10-23","Broad",0,3,0,4.3,7,0
"2013-10-28","Broad",0,11,0,6.3,3,0
"2013-10-18","Broad",0,4,0,7.3,3,0
"2013-10-23","Phrase",2,76,3.03,2.2,5,1
"2013-11-10","Phrase",0,1,0,1,6,0
"2013-10-20","Phrase",1,1,1.03,1,6,0
"2013-11-02","Broad",0,1,0,4,3,0
"2013-10-16","Broad",0,1,0,4,5,0
"2013-11-01","Broad",0,2,0,2,8,0
"2013-11-11","Phrase",0,3,0,2.3,6,0
"2013-10-15","Phrase",0,1,0,2,6,0
"2013-10-23","Broad",0,1,0,1,3,0
"2013-10-17","Phrase",1,9,1.28,2.6,6,0
"2013-10-27","Broad",0,1,0,1,6,0
"2013-10-15","Broad",0,1,0,5,2,0
"2013-11-11","Broad",2,93,4,3.8,3,0
"2013-11-08","Broad",0,8,0,6.3,3,0
"2013-10-25","Broad",2,136,3.14,4.2,4,0
"2013-10-21","Broad",0,5,0,5,3,0
"2013-10-24","Broad",0,10,0,5.5,3,0
"2013-11-12","Broad",0,1,0,8,3,0
"2013-10-22","Broad",0,21,0,6.1,3,0
"2013-11-10","Phrase",1,6,1.78,3,6,0
"2013-10-28","Broad",0,9,0,6.2,3,0
"2013-11-01","Broad",0,1,0,4,3,0
"2013-11-12","Phrase",0,2,0,1,8,0
"2013-10-27","Broad",4,24,5.65,2.3,5,0
"2013-11-06","Broad",0,13,0,6.7,5,0
"2013-11-04","Broad",0,1,0,6,3,0
"2013-10-28","Broad",0,3,0,3,3,0
"2013-11-04","Broad",0,19,0,2.8,3,0
"2013-10-28","Broad",0,1,0,3,3,0
"2013-10-30","Phrase",0,1,0,2,7,0
"2013-11-05","Phrase",0,7,0,1.1,7,0
"2013-10-23","Broad",0,6,0,7,3,0
"2013-10-24","Phrase",0,7,0,3.1,4,0
"2013-10-14","Broad",0,2,0,3.5,3,0
"2013-10-15","Broad",0,15,0,5.9,3,0
"2013-11-10","Broad",0,4,0,1.3,2,0
"2013-11-06","Broad",0,9,0,3.1,3,0
"2013-11-06","Phrase",0,1,0,2,4,0
"2013-11-06","Broad",0,1,0,4,5,0
"2013-11-05","Phrase",0,14,0,3.1,5,0
"2013-10-30","Broad",0,1,0,3,3,0
"2013-11-07","Broad",0,1,0,3,5,0
"2013-10-21","Broad",0,11,0,5.9,5,0
"2013-11-09","Broad",0,1,0,9,3,0
"2013-10-16","Broad",0,1,0,3,3,0
"2013-10-31","Broad",0,1,0,3,4,0
"2013-11-07","Broad",0,9,0,7.9,4,0
"2013-11-08","Phrase",0,7,0,2.6,6,0
"2013-10-28","Broad",0,1,0,7,5,0
"2013-10-25","Broad",0,2,0,8,3,0
"2013-10-23","Phrase",0,3,0,2.3,6,0
"2013-10-29","Broad",0,3,0,8,3,0
"2013-11-06","Phrase",0,1,0,3,6,0
"2013-10-19","Broad",0,4,0,6,5,0
"2013-10-16","Broad",0,2,0,8.5,5,0
"2013-10-22","Broad",0,1,0,10,3,0
"2013-10-22","Broad",0,1,0,8,3,0
"2013-10-25","Broad",0,2,0,3.5,5,0
"2013-11-03","Broad",0,2,0,5.5,3,0
"2013-10-29","Exact",0,2,0,2,7,0
"2013-11-02","Broad",0,1,0,1,5,0
"2013-10-24","Broad",0,2,0,3,3,0
"2013-11-03","Broad",0,8,0,4.6,3,0
"2013-10-29","Broad",0,1,0,4,3,0
"2013-10-15","Broad",0,7,0,5.4,3,0
"2013-10-17","Broad",0,2,0,5,5,0
"2013-11-01","Phrase",0,10,0,2.5,7,0
"2013-10-15","Phrase",0,5,0,5,4,0
"2013-11-05","Broad",0,13,0,6.2,5,0
"2013-10-14","Broad",0,2,0,3,3,0
"2013-11-10","Phrase",0,9,0,1.9,2,0
"2013-10-29","Broad",0,1,0,1,4,0
"2013-11-07","Phrase",0,58,0,1.9,5,0
"2013-10-17","Broad",0,4,0,4.3,3,0
"2013-10-17","Broad",0,1,0,2,3,0
"2013-11-10","Broad",0,1,0,1,3,0
"2013-10-18","Phrase",0,2,0,1.5,8,0
"2013-11-05","Phrase",0,4,0,1.3,7,0
"2013-10-27","Broad",0,6,0,5,3,0
"2013-10-25","Broad",0,3,0,4,3,0
"2013-10-16","Phrase",1,11,1.17,2.6,2,0
"2013-10-24","Phrase",1,11,1.59,4.5,2,0
"2013-11-10","Broad",0,2,0,3,3,0
"2013-10-30","Phrase",0,9,0,4.1,4,0
"2013-10-21","Phrase",0,1,0,2,6,0
"2013-10-22","Phrase",0,57,0,1.9,5,0
"2013-11-05","Broad",0,3,0,3,3,0
"2013-10-23","Broad",0,3,0,4.3,3,0
"2013-10-31","Broad",0,3,0,6.7,3,0
"2013-11-08","Broad",0,11,0,6.3,4,0
"2013-10-31","Broad",0,1,0,6,3,0
"2013-11-11","Broad",0,1,0,3,3,0
"2013-10-26","Broad",0,4,0,7.3,3,0
"2013-10-30","Broad",0,13,0,3.2,3,0
"2013-10-17","Broad",0,6,0,4.7,3,0
"2013-10-25","Broad",0,3,0,5.7,3,0
"2013-11-12","Broad",0,10,0,6.7,3,0
"2013-11-10","Phrase",0,2,0,1,6,0
"2013-10-31","Broad",0,5,0,5,3,0
"2013-10-17","Broad",0,4,0,2.3,3,0
"2013-10-31","Broad",0,1,0,1,3,0
"2013-10-14","Broad",0,1,0,2,3,0
"2013-10-15","Phrase",0,37,0,1.7,5,0
"2013-10-20","Phrase",2,1,2.88,2,5,0
"2013-10-25","Broad",0,15,0,6.6,5,0
"2013-10-16","Broad",0,1,0,4,3,0
"2013-11-07","Exact",0,1,0,1,8,0
"2013-10-20","Broad",0,4,0,1.5,7,0
"2013-11-07","Broad",0,16,0,5.5,6,0
"2013-11-07","Broad",0,21,0,4.3,3,0
"2013-11-03","Phrase",0,9,0,2.7,2,0
"2013-11-11","Broad",0,2,0,6.5,3,0
"2013-10-16","Broad",0,1,0,2,6,0
"2013-10-26","Broad",0,1,0,7,4,0
"2013-10-28","Broad",0,7,0,3.3,3,0
"2013-10-23","Phrase",1,12,1.97,1.8,6,1
"2013-10-28","Broad",0,2,0,3.5,3,0
"2013-11-12","Broad",2,12,3.2,4.3,5,0
"2013-10-17","Phrase",1,7,1.7,2.1,7,0
"2013-11-01","Broad",0,4,0,6.3,3,0
"2013-11-09","Broad",0,2,0,3.5,6,0
"2013-10-14","Broad",0,1,0,4,3,0
"2013-10-24","Phrase",2,16,3.45,4.2,4,0
"2013-11-04","Phrase",0,2,0,5.5,6,0
"2013-10-24","Broad",0,1,0,1,3,0
"2013-11-02","Phrase",0,5,0,7.6,4,0
"2013-11-07","Phrase",0,6,0,1.7,6,0
"2013-11-09","Broad",1,10,1.82,3.5,3,0
"2013-11-12","Phrase",0,7,0,5.1,5,0
"2013-11-12","Phrase",0,1,0,5,6,0
"2013-11-08","Broad",0,1,0,2,3,0
"2013-10-20","Broad",0,11,0,3.3,3,0
"2013-10-17","Broad",0,5,0,3,8,0
"2013-10-15","Broad",0,1,0,1,3,0
"2013-10-23","Phrase",0,1,0,2,7,0
"2013-10-21","Broad",0,20,0,6.2,4,0
"2013-10-14","Phrase",1,1,1.94,2,7,0
"2013-10-21","Phrase",1,9,0.83,1.7,7,1
"2013-11-05","Broad",0,1,0,7,3,0
"2013-10-27","Broad",0,6,0,5.8,3,0
"2013-11-07","Phrase",1,6,1.6,2.5,8,0
"2013-10-17","Broad",0,8,0,5.3,5,0
"2013-10-31","Phrase",2,18,2.82,2.2,5,0
"2013-11-11","Phrase",1,1,1.48,1,7,0
"2013-11-04","Broad",0,4,0,5,6,0
"2013-10-28","Exact",0,3,0,2.7,8,0
"2013-11-09","Broad",0,1,0,5,3,0
"2013-10-26","Broad",0,2,0,5,3,0
"2013-10-23","Broad",0,11,0,4.5,3,0
"2013-10-24","Broad",0,1,0,6,3,0
"2013-11-11","Phrase",0,1,0,3,6,0
"2013-10-16","Phrase",0,18,0,1.3,7,0
"2013-11-09","Broad",0,1,0,2,3,0
"2013-11-01","Broad",0,2,0,6,4,0
"2013-11-02","Broad",1,16,1.49,2.9,5,0
"2013-10-14","Phrase",0,3,0,2.3,5,0
"2013-11-01","Broad",0,1,0,6,3,0
"2013-10-26","Phrase",0,3,0,3.7,6,0
"2013-11-03","Broad",0,2,0,5,3,0
"2013-10-30","Broad",0,1,0,4,3,0
"2013-11-01","Broad",0,1,0,2,2,0
"2013-10-30","Broad",0,10,0,2.3,3,0
"2013-11-10","Broad",0,1,0,2,3,0
"2013-11-07","Broad",0,1,0,4,2,0
"2013-11-01","Broad",0,76,0,5.4,4,0
"2013-10-28","Broad",0,9,0,5.8,5,0
"2013-10-27","Phrase",1,5,1.29,3.4,7,0
"2013-11-08","Broad",0,2,0,1,7,0
"2013-10-28","Broad",0,6,0,5.2,3,0
"2013-11-11","Broad",0,2,0,2,3,0
"2013-10-22","Broad",0,1,0,2,7,0
"2013-11-02","Broad",0,1,0,1,3,0
"2013-10-22","Broad",1,1,1.81,2,3,0
"2013-10-25","Phrase",1,4,1.96,2,6,0
"2013-11-12","Phrase",2,29,3.19,2.9,5,0
"2013-10-23","Broad",0,1,0,6,5,0
"2013-10-25","Phrase",2,1,2.38,3,7,0
"2013-11-10","Broad",0,2,0,1,2,0
"2013-11-02","Broad",0,1,0,8,2,0
"2013-10-26","Phrase",0,11,0,2.3,5,0
"2013-10-25","Broad",1,39,1.81,4.5,4,0
"2013-10-23","Broad",0,1,0,2,3,0
"2013-11-07","Broad",0,50,0,3.6,3,0
"2013-10-21","Exact",0,1,0,2,8,0
"2013-10-17","Broad",0,6,0,7.5,6,0
"2013-10-14","Broad",0,7,0,3.4,7,0
"2013-10-14","Broad",0,4,0,2.3,8,0
"2013-10-17","Phrase",0,14,0,1.2,7,0
"2013-11-10","Broad",0,1,0,6,5,0
"2013-11-03","Broad",0,2,0,3.5,3,0
"2013-10-23","Phrase",0,10,0,1.9,7,0
"2013-10-15","Exact",0,3,0,3.3,8,0
"2013-11-08","Broad",0,1,0,9,7,0
"2013-10-18","Broad",0,7,0,7,3,0
"2013-10-17","Broad",0,1,0,5,3,0
"2013-11-01","Broad",0,2,0,6.5,3,0
"2013-11-11","Phrase",5,63,5.25,2.1,5,0
"2013-10-26","Broad",0,3,0,3,7,0
"2013-11-01","Broad",0,21,0,7.1,3,0
"2013-10-29","Broad",6,155,10.01,3.6,4,0
"2013-10-23","Broad",0,34,0,5.4,3,0
"2013-10-19","Phrase",0,1,0,2,7,0
"2013-10-18","Broad",0,4,0,5.5,3,0
"2013-10-21","Phrase",0,1,0,2,6,0
"2013-10-17","Phrase",0,1,0,3,6,0
"2013-10-20","Exact",0,1,0,1,7,0
"2013-10-29","Broad",0,1,0,2,3,0
"2013-10-21","Phrase",0,1,0,1,6,0
"2013-10-14","Phrase",0,1,0,1,8,0
"2013-10-15","Broad",0,5,0,6.8,5,0
"2013-10-19","Broad",0,1,0,8,3,0
"2013-10-17","Broad",0,1,0,4,3,0
"2013-10-25","Broad",0,4,0,4.3,3,0
"2013-11-02","Broad",0,3,0,5,5,0
"2013-11-01","Phrase",0,1,0,4,5,0
"2013-11-07","Broad",0,1,0,9,5,0
"2013-10-26","Broad",3,133,5.35,3.8,4,0
"2013-11-01","Broad",0,1,0,5,3,0
"2013-11-10","Phrase",0,5,0,2.6,6,0
"2013-10-14","Broad",0,5,0,6.4,3,0
"2013-10-27","Broad",0,8,0,7.1,3,0
"2013-11-11","Broad",0,1,0,8,6,0
"2013-10-28","Broad",0,1,0,6,6,0
"2013-11-06","Broad",0,3,0,3,3,0
"2013-11-08","Phrase",0,2,0,1.5,7,0
"2013-10-29","Broad",0,1,0,4,3,0
"2013-11-05","Broad",0,1,0,10,3,0
"2013-11-05","Broad",0,13,0,5.2,3,0
"2013-10-27","Phrase",0,2,0,2,7,0
"2013-11-07","Broad",0,6,0,4,5,0
"2013-10-16","Broad",0,7,0,4.6,3,0
"2013-10-27","Broad",0,1,0,11,2,0
"2013-10-21","Broad",0,9,0,5.1,3,0
"2013-11-06","Broad",0,8,0,7.3,5,0
"2013-10-31","Phrase",0,4,0,3.3,2,0
"2013-10-14","Broad",0,4,0,3.8,3,0
"2013-10-23","Broad",1,10,1.62,2.5,3,0
"2013-10-15","Broad",0,1,0,2,3,0
"2013-10-15","Broad",0,28,0,5.4,3,0
"2013-11-11","Broad",0,1,0,11,3,0
"2013-11-10","Broad",1,1,1.95,3,3,0
"2013-11-04","Broad",0,9,0,8,3,0
"2013-11-07","Broad",0,1,0,4,6,0
"2013-11-10","Broad",0,1,0,9,5,0
"2013-11-11","Broad",0,1,0,10,5,0
"2013-10-14","Broad",0,7,0,6.1,3,0
"2013-11-10","Broad",0,14,0,6.1,4,0
"2013-10-27","Broad",0,2,0,5.5,4,0
"2013-11-06","Broad",0,1,0,8,2,0
"2013-10-18","Broad",0,1,0,7,3,0
"2013-10-14","Broad",1,52,1.95,3.6,3,0
"2013-11-05","Broad",0,1,0,1,3,0
"2013-10-28","Broad",0,1,0,8,5,0
"2013-10-26","Broad",0,2,0,3.5,6,0
"2013-11-07","Broad",0,5,0,2.6,3,0
"2013-11-12","Broad",0,3,0,7,3,0
"2013-11-12","Broad",1,23,1.92,6.9,3,0
"2013-11-05","Broad",0,4,0,3.3,6,0
"2013-10-28","Broad",0,15,0,5.2,3,0
"2013-11-01","Phrase",1,3,1.99,2.7,6,0
"2013-11-03","Phrase",0,10,0,5.7,2,0
"2013-10-29","Broad",0,5,0,7.8,3,0
"2013-11-06","Phrase",0,1,0,2,4,0
"2013-10-26","Broad",0,1,0,9,7,0
"2013-11-09","Broad",0,1,0,3,2,0
"2013-11-11","Broad",0,7,0,4.9,5,0
"2013-10-16","Broad",0,2,0,4,3,0
"2013-10-15","Broad",0,2,0,3.5,3,0
"2013-10-25","Exact",0,3,0,2,8,0
"2013-11-06","Broad",0,8,0,4,3,0
"2013-11-05","Phrase",0,15,0,3.9,4,0
"2013-11-04","Phrase",0,6,0,3,6,0
"2013-10-25","Broad",0,1,0,7,3,0
"2013-11-01","Phrase",0,4,0,2.5,7,0
"2013-11-11","Broad",0,1,0,2,3,0
"2013-10-25","Phrase",0,21,0,2.9,6,0
"2013-10-27","Phrase",0,4,0,3.8,7,0
"2013-10-21","Broad",0,3,0,5.7,3,0
"2013-11-09","Broad",0,3,0,6,4,0
"2013-10-25","Broad",1,17,1.69,3.4,3,0
"2013-10-26","Broad",0,1,0,6,3,0
"2013-11-12","Broad",0,22,0,4,3,0
"2013-10-20","Broad",0,21,0,7,3,0
"2013-10-21","Broad",4,202,6.97,4.1,4,0
"2013-11-09","Broad",0,4,0,4.3,3,0
"2013-10-29","Broad",0,3,0,4.3,3,0
"2013-10-16","Phrase",0,1,0,2,6,0
"2013-10-17","Broad",1,11,1.63,3.1,3,0
"2013-10-19","Broad",0,1,0,6,3,0
"2013-10-24","Broad",0,1,0,7,3,0
"2013-10-29","Broad",0,9,0,3.9,3,0
"2013-10-22","Broad",0,48,0,5.8,4,0
"2013-11-07","Broad",0,1,0,1,3,0
"2013-10-18","Phrase",0,1,0,11,3,0
"2013-11-03","Phrase",0,2,0,1,7,0
"2013-10-14","Broad",0,1,0,6,3,0
"2013-11-09","Phrase",0,1,0,2,5,0
"2013-11-04","Phrase",0,4,0,1,7,0
"2013-10-30","Phrase",0,4,0,1.8,4,0
"2013-10-18","Broad",0,21,0,4.6,3,0
"2013-11-11","Broad",0,9,0,3.2,3,0
"2013-10-16","Broad",0,1,0,1,3,0
"2013-10-23","Phrase",0,6,0,3,7,0
"2013-10-25","Phrase",0,3,0,3.3,6,0
"2013-10-21","Phrase",0,2,0,4,6,0
"2013-11-03","Phrase",1,6,2,2.3,6,0
"2013-11-11","Broad",0,9,0,2.4,8,0
"2013-11-08","Phrase",0,7,0,1.7,6,0
"2013-10-24","Broad",0,5,0,7.2,3,0
"2013-10-19","Phrase",1,9,1.73,3.9,2,0
"2013-10-24","Phrase",1,9,1.39,3.1,6,0
"2013-11-04","Phrase",0,15,0,3.3,4,0
"2013-10-30","Broad",0,1,0,3,3,0
"2013-11-06","Phrase",0,6,0,1.8,7,0
"2013-10-27","Broad",0,3,0,5.3,5,0
"2013-10-16","Exact",0,1,0,3,7,0
"2013-10-28","Broad",0,2,0,4.5,6,0
"2013-10-30","Broad",0,9,0,5.7,5,0
"2013-10-31","Broad",0,1,0,8,3,0
"2013-11-12","Phrase",0,13,0,2.6,6,0
"2013-11-09","Broad",0,6,0,3.7,3,0
"2013-10-27","Broad",0,1,0,3,6,0
"2013-10-31","Broad",4,341,7.11,4.5,5,0
"2013-10-17","Broad",0,1,0,2,3,0
"2013-11-06","Broad",1,9,1.82,4,6,0
"2013-10-15","Broad",0,64,0,4.1,3,0
"2013-10-20","Broad",0,1,0,4,3,0
"2013-11-02","Broad",0,1,0,1,3,0
"2013-10-28","Broad",0,1,0,6,5,0
"2013-10-17","Broad",0,1,0,7,5,0
"2013-10-15","Broad",0,3,0,7,2,0
"2013-10-24","Phrase",0,27,0,1.7,5,0
"2013-11-01","Broad",0,1,0,1,3,0
"2013-11-11","Broad",0,69,0,5.8,3,0
"2013-11-06","Broad",0,1,0,2,3,0
"2013-11-08","Exact",0,2,0,2,7,0
"2013-11-11","Phrase",0,1,0,1,3,0
"2013-10-24","Phrase",0,10,0,5.1,4,0
"2013-11-11","Broad",0,3,0,4.7,5,0
"2013-11-05","Broad",0,1,0,4,5,0
"2013-11-05","Phrase",0,5,0,2.4,6,0
"2013-10-22","Phrase",1,19,1.99,3.5,6,0
"2013-11-09","Phrase",0,2,0,2.5,7,0
"2013-11-07","Broad",0,1,0,1,4,0
"2013-10-15","Broad",0,2,0,2,6,0
"2013-11-02","Broad",1,22,1.76,4.5,3,0
"2013-10-20","Exact",0,1,0,1,8,0
"2013-10-19","Phrase",0,4,0,6.8,4,0
"2013-11-04","Broad",0,18,0,7.4,4,0
"2013-11-12","Broad",0,4,0,9.5,3,0
"2013-11-04","Broad",0,2,0,5.5,3,0
"2013-10-31","Phrase",0,5,0,1.4,6,0
"2013-11-03","Broad",0,2,0,1,2,0
"2013-11-05","Broad",0,1,0,1,3,0
"2013-11-06","Broad",0,1,0,3,3,0
"2013-11-04","Broad",0,1,0,8,3,0
"2013-11-12","Broad",0,1,0,2,5,0
"2013-10-18","Phrase",0,2,0,4,4,0
"2013-11-10","Broad",0,8,0,4.3,5,0
"2013-11-02","Broad",0,2,0,6,5,0
"2013-10-30","Broad",0,1,0,4,3,0
"2013-11-01","Broad",0,1,0,1,3,0
"2013-10-30","Broad",0,1,0,2,3,0
"2013-11-11","Broad",0,1,0,7,4,0
"2013-10-31","Phrase",0,2,0,6,4,0
"2013-10-16","Broad",0,2,0,4,3,0
"2013-11-07","Phrase",0,1,0,1,7,0
"2013-10-20","Broad",0,1,0,1,7,0
"2013-10-21","Broad",0,1,0,1,3,0
"2013-10-27","Broad",0,10,0,2.5,3,0
